"Year","Country","Patents","Country Name","NeonatalRate","Lifeexpectancy","InfantMortality"
2012,"CM",2,"Cameroon",30.3,56.073,64.6
2012,"CN",164,"China",7,75.013,11.6
2012,"IN",143,"India",29.5,67.545,40.9
2012,"KE",0,"Kenya",23.7,62.659,38.2
2012,"KH",0,"Cambodia",19.1,67.48,32.3
2012,"KW",2,"Kuwait",5.2,74.728,8.3
2012,"LB",2,"Lebanon",5.5,78.611,8
2012,"LY",0,"Libya",8.5,71.901,12.9
2012,"MG",0,"Madagascar",23.1,64.28,44
2012,"NA",0,"Namibia",20.4,59.387,37.9
2012,"NG",1,"Nigeria",37.6,51.786,82.2
2012,"NP",0,"Nepal",25.2,68.426,33.8
2012,"PG",0,"Papua New Guinea",25.1,62.604,42.7
2012,"PK",4,"Pakistan",48.2,65.849,67.1
2012,"SY",0,"Syrian Arab Republic",10.2,70.55,17
2012,"UG",0,"Uganda",24.2,59.017,44.6
2012,"ZW",0,"Zimbabwe",30,55.032,47.9
2013,"AF",0,"Afghanistan",43,62.525,57.2
2013,"BD",0,"Bangladesh",24.6,70.93,33.5
2013,"BT",0,"Bhutan",19.9,69.662,29.6
2013,"CM",4,"Cameroon",29.8,56.576,62
2013,"CN",274,"China",6.4,75.321,10.8
2013,"IN",179,"India",28.3,67.931,38.8
2013,"KE",1,"Kenya",23.4,63.419,37.5
2013,"KH",0,"Cambodia",18.3,67.888,30.3
2013,"KW",1,"Kuwait",5.1,74.885,7.9
2013,"LB",0,"Lebanon",5.2,78.683,7.7
2013,"LY",0,"Libya",8.1,71.907,12.4
2013,"MG",0,"Madagascar",22.7,64.713,42.8
2013,"NA",0,"Namibia",20.5,60.513,36.3
2013,"NG",0,"Nigeria",37.4,52.228,81.2
2013,"NP",0,"Nepal",24.2,68.806,32.3
2013,"PG",0,"Papua New Guinea",24.7,62.892,41.7
2013,"PK",3,"Pakistan",47.2,66.117,65.4
2013,"SY",0,"Syrian Arab Republic",10.3,70.049,17.4
2013,"UG",0,"Uganda",23.6,59.881,42.9
2013,"ZW",0,"Zimbabwe",29.2,56.897,45.9
2014,"AF",0,"Afghanistan",41.6,62.966,55.2
2014,"BD",0,"Bangladesh",23.5,71.231,32.1
2014,"BT",0,"Bhutan",19.2,70.046,28.5
2014,"CM",1,"Cameroon",29.2,57.083,59.8
2014,"CN",289,"China",5.9,75.629,9.9
2014,"IN",184,"India",27.1,68.286,36.9
2014,"KE",3,"Kenya",23.1,64.135,36.5
2014,"KH",0,"Cambodia",17.5,68.273,28.6
2014,"KW",7,"Kuwait",5,75.019,7.7
2014,"LB",1,"Lebanon",5,78.732,7.4
2014,"LY",0,"Libya",7.8,71.981,11.8
2014,"MG",0,"Madagascar",22.2,65.133,41.7
2014,"NA",0,"Namibia",20.4,61.425,34.3
2014,"NG",0,"Nigeria",37.3,52.672,80.4
2014,"NP",0,"Nepal",23.3,69.168,30.9
2014,"PG",0,"Papua New Guinea",24.2,63.181,40.8
2014,"PK",2,"Pakistan",46.2,66.36,63.8
2014,"SY",0,"Syrian Arab Republic",10.4,69.821,17.7
2014,"UG",0,"Uganda",23,60.669,40.9
2014,"ZW",0,"Zimbabwe",28.5,58.41,44.2
